cik,institution,last_accesion_number,last_report_period,last_filing_date,total_value,total_holding,updated_on
1632253,"Brick & Kyle, Associates",0001632253-24-000001,2023-12-31,2024-02-15,201011,57,2024-04-04 03:42:30.223997
1713521,"Bridge City Capital, LLC",0001713521-24-000012,2023-12-31,2024-02-13,258119067,111,2024-04-04 03:42:30.223997
1697024,"Broadview Financial Management, LLC",0001697024-24-000001,2023-12-31,2024-02-14,129635847,39,2024-04-04 03:42:30.223997
1868872,Buckingham Strategic Partners,0001085146-24-001407,2023-12-31,2024-02-14,2085196458,413,2024-04-04 03:42:30.223997
1513779,Bullseye Asset Management LLC,0001513779-24-000001,2023-12-31,2024-02-13,208886,70,2024-04-04 03:42:30.223997
1512024,CAPTRUST FINANCIAL ADVISORS,0001062993-24-003107,2023-12-31,2024-02-14,29044598563,2655,2024-04-04 03:42:30.223997
1106832,CASTLEARK MANAGEMENT LLC,0001106832-24-000004,2023-12-31,2024-02-15,2256074382,281,2024-04-04 03:42:30.223997
1845849,"CONSULTIVA WEALTH MANAGEMENT, CORP.",0001845849-23-000004,2023-09-30,2023-11-15,3900879,27,2024-04-04 03:42:30.223997
1536444,"Camarda Financial Advisors, LLC",0001536444-24-000001,2023-12-31,2024-02-14,232166502,78,2024-04-04 03:42:30.223997
1602198,"Capital Impact Advisors, LLC",0001420506-24-000407,2023-12-31,2024-02-14,76105099,92,2024-04-04 03:42:30.223997
1832521,Castellan Group,0001832521-24-000001,2023-12-31,2024-02-14,161007337,57,2024-04-04 03:42:30.223997
1578242,"Circle Wealth Management, LLC",0001578242-24-000001,2023-12-31,2024-02-15,3936333500,185,2024-04-04 03:42:30.223997
1722439,"Cito Capital Group, LLC",0001722439-24-000001,2023-12-31,2024-02-14,233282,158,2024-04-04 03:42:30.223997
1550509,Clayton Partners LLC,0001754960-24-000096,2023-12-31,2024-02-14,123500860,34,2024-04-04 03:42:30.223997
1847739,"Condire Management, LP",0001085146-24-001510,2023-12-31,2024-02-15,652038199,18,2024-04-04 03:42:30.223997
1426853,Crestwood Advisors Group LLC,0001426853-24-000001,2023-12-31,2024-01-29,4291892747,490,2024-04-04 03:42:30.223997
1050442,DISCIPLINED GROWTH INVESTORS INC /MN,0001050442-24-000002,2023-12-31,2024-02-14,4580207070,63,2024-04-04 03:42:30.223997
1427514,"Dana Investment Advisors, Inc.",0001427514-24-000001,2023-12-31,2024-02-07,2072253434,421,2024-04-04 03:42:30.223997
1878326,"Delos Wealth Advisors, LLC",0001878326-24-000001,2023-12-31,2024-02-07,6897378,342,2024-04-04 03:42:30.223997
1901146,Delphia (USA) Inc.,0001493152-24-006740,2023-12-31,2024-02-14,444732,1,2024-04-04 03:42:30.223997
1901865,"Divisadero Street Capital Management, LP",0001901865-24-000002,2023-12-31,2024-02-14,442565477,59,2024-04-04 03:42:30.223997
1835252,"EWA, LLC",0001911169-24-000003,2023-12-31,2024-02-05,205003059,143,2024-04-04 03:42:30.223997
1535061,"Edgestream Partners, L.P.",0001535061-24-000001,2023-12-31,2024-02-14,1389425568,800,2024-04-04 03:42:30.223997
1731927,"Elmwood Wealth Management, Inc.",0001731927-24-000001,2023-12-31,2024-01-30,142561128,105,2024-04-04 03:42:30.223997
1315785,"Essex Financial Services, Inc.",0001315785-24-000001,2023-12-31,2024-02-06,967284968,510,2024-04-04 03:42:30.223997
2001155,Exchange Bank,0002001155-24-000001,2023-12-31,2024-01-11,115434855,178,2024-04-04 03:42:30.223997
1116247,"FAIRFIELD, BUSH & CO.",0001116247-24-000001,2023-12-31,2024-02-13,170520177,530,2024-04-04 03:42:30.223997
937729,FAYEZ SAROFIM & CO,0000950123-24-002652,2023-12-31,2024-02-15,32723236637,524,2024-04-04 03:42:30.223997
1086763,FIRST FOUNDATION ADVISORS,0001086763-24-000005,2023-12-31,2024-02-14,2194509472,812,2024-04-04 03:42:30.223997
1804256,FSA Wealth Management LLC,0001999371-24-002270,2023-12-31,2024-02-14,210736,614,2024-04-04 03:42:30.223997
1697856,"Financial Advisors Network, Inc.",0001085146-24-001007,2023-12-31,2024-02-09,496710295,177,2024-04-04 03:42:30.223997
1844393,"Financial Avengers, Inc.",0001095449-24-000018,2023-12-31,2024-02-13,166287561,358,2024-04-04 03:42:30.223997
1964116,"First Citizens Asset Management, Inc.",0001964116-24-000001,2023-12-31,2024-02-12,442897744,37,2024-04-04 03:42:30.223997
1959790,"Fortis Capital Advisors, LLC",0001959790-24-000002,2023-12-31,2024-02-12,187117117,113,2024-04-04 03:42:30.223997
1729254,Front Row Advisors LLC,0001729254-24-000001,2023-12-31,2024-02-15,217675776,477,2024-04-04 03:42:30.223997
1683182,"Front Street Capital Management, Inc.",0001683182-24-000002,2023-12-31,2024-02-15,501124,94,2024-04-04 03:42:30.223997
1084683,GREENWOOD GEARHART INC,0001084683-24-000002,2023-12-31,2024-02-13,927743002,95,2024-04-04 03:42:30.223997
1049662,GRIES FINANCIAL LLC,0001213900-24-013205,2023-12-31,2024-02-13,455098919,214,2024-04-04 03:42:30.223997
1362033,GSA CAPITAL PARTNERS LLP,0001362033-24-000002,2023-12-31,2024-02-16,1189345000,1434,2024-04-04 03:42:30.223997
1452765,GTS SECURITIES LLC,0001452765-24-000004,2023-12-31,2024-02-15,58714609507,3991,2024-04-04 03:42:30.223997
1766561,Geo Capital Gestora de Recursos Ltd,0001766561-24-000001,2023-12-31,2024-02-27,87044,40,2024-04-04 03:42:30.223997
1569137,"Grandeur Peak Global Advisors, LLC",0001569137-24-000001,2023-12-31,2024-02-13,1420165530,114,2024-04-04 03:42:30.223997
810121,"HARBOUR INVESTMENTS, INC.",0000810121-24-000001,2023-12-31,2024-02-16,2415537299,3131,2024-04-04 03:42:30.223997
1184820,HOLDERNESS INVESTMENTS CO,0001184820-24-000001,2023-12-31,2024-02-13,364257530,234,2024-04-04 03:42:30.223997
1744091,Hall Private Wealth Advisors,0001214659-23-015179,2023-09-30,2023-11-15,148777643,39,2024-04-04 03:42:30.223997
1646639,"Hamilton Capital, LLC",0001646639-24-000001,2023-12-31,2024-02-14,1246489512,138,2024-04-04 03:42:30.223997
1760263,"Hamilton Wealth, LLC",0001172661-24-000668,2023-12-31,2024-02-12,317853364,92,2024-04-04 03:42:30.223997
1569139,"High Falls Advisors, Inc",0001085146-24-001519,2023-12-31,2024-02-15,373844595,110,2024-04-04 03:42:30.223997
1998182,"IAMS WEALTH MANAGEMENT, LLC",0001085146-24-000802,2023-12-31,2024-02-07,154641965,108,2024-04-04 03:42:30.223997
1749824,"INHERENT GROUP, LP",0001405086-24-000053,2023-12-31,2024-02-14,156469506,11,2024-04-04 03:42:30.223997
1317679,Impala Asset Management LLC,0001104659-24-024417,2023-12-31,2024-02-15,92461730,15,2024-04-04 03:42:30.223997
1972653,Imprint Wealth LLC,0001951757-24-000172,2023-12-31,2024-01-30,124445009,155,2024-04-04 03:42:30.223997
1630798,Industrial Alliance Investment Management Inc.,0001493152-24-006700,2023-12-31,2024-02-14,215671,215,2024-04-04 03:42:30.223997
1737109,Integrated Wealth Concepts LLC,0001737109-24-000001,2023-12-31,2024-02-13,6104120731,1590,2024-04-04 03:42:30.223997
1426755,"J.P. Marvel Investment Advisors, LLC",0001172661-24-000801,2023-12-31,2024-02-13,504820611,71,2024-04-04 03:42:30.223997
1080374,"JAG CAPITAL MANAGEMENT, LLC",0001080374-24-000002,2023-12-31,2024-02-08,652637086,134,2024-04-04 03:42:30.223997
1595888,"JANE STREET GROUP, LLC",0001595888-24-000037,2023-12-31,2024-02-15,383982900298,14115,2024-04-04 03:42:30.223997
1948391,Japan Science & Technology Agency,0001948391-24-000001,2023-12-31,2024-02-13,9156035867,12,2024-04-04 03:42:30.223997
1840085,"Journey Advisory Group, LLC",0001765380-24-000067,2023-12-31,2024-02-12,735282798,216,2024-04-04 03:42:30.223997
1864910,"KB FINANCIAL PARTNERS, LLC",0001864910-23-000004,2023-09-30,2023-11-15,349613,581,2024-04-04 03:42:30.223997
1863265,KENNICOTT CAPITAL MANAGEMENT LLC,0001754960-24-000069,2023-12-31,2024-02-02,203715523,40,2024-04-04 03:42:30.223997
1609251,"Krensavage Asset Management, LLC",0001609251-24-000002,2023-12-31,2024-02-14,281853,12,2024-04-04 03:42:30.223997
1920405,"Leo H. Evart, Inc.",0001095449-23-000081,2023-09-30,2023-11-15,65172361,34,2024-04-04 03:42:30.223997
1767559,London & Capital Asset Management Ltd,0001172661-24-000380,2023-12-31,2024-01-30,1191859938,76,2024-04-04 03:42:30.223997
1316580,"Luxor Capital Group, LP",0001316580-24-000002,2023-12-31,2024-02-14,1602912126,35,2024-04-04 03:42:30.223997
928047,"MANUFACTURERS LIFE INSURANCE COMPANY, THE",0001206774-24-000100,2023-12-31,2024-02-13,167508285338,2959,2024-04-04 03:42:30.223997
1890698,MARIPAU WEALTH MANAGEMENT LLC,0001890698-24-000001,2023-12-31,2024-02-14,115024064,109,2024-04-04 03:42:30.223997
1120927,MONETA GROUP INVESTMENT ADVISORS LLC,0001120927-24-000001,2023-12-31,2024-02-15,5060796201,565,2024-04-04 03:42:30.223997
895421,MORGAN STANLEY,0000895421-24-000245,2023-12-31,2024-02-13,1134780996254,44939,2024-04-04 03:42:30.223997
1912128,"McDonough Capital Management, Inc",0001912128-24-000001,2023-12-31,2024-02-14,115809785,43,2024-04-04 03:42:30.223997
1412665,"MidWestOne Financial Group, Inc.",0001420506-24-000486,2023-12-31,2024-02-15,526352617,368,2024-04-04 03:42:30.223997
1608046,National Pension Service,0001608046-24-000003,2023-12-31,2024-02-07,71811256459,513,2024-04-04 03:42:30.223997
1455915,OLD MISSION CAPITAL LLC,0001455915-24-000001,2023-12-31,2024-02-14,5454323545,1311,2024-04-04 03:42:30.223997
1013234,ORLEANS CAPITAL MANAGEMENT CORP/LA,0001013234-24-000001,2023-12-31,2024-02-14,148879723,81,2024-04-04 03:42:30.223997
1924152,"Objective Capital Management, LLC",0001924152-24-000001,2023-12-31,2024-03-07,131223166,120,2024-04-04 03:42:30.223997
1760444,"Old North State Trust, LLC",0001760444-23-000005,2023-09-30,2023-11-15,128387,145,2024-04-04 03:42:30.223997
1595855,Opaleye Management Inc.,0001493152-24-006653,2023-12-31,2024-02-14,376066250,47,2024-04-04 03:42:30.223997
1094584,PIN OAK INVESTMENT ADVISORS INC,0001094584-24-000001,2023-12-31,2024-02-14,98696,463,2024-04-04 03:42:30.223997
1698222,Pacific Center for Financial Services,0001398344-24-003315,2023-12-31,2024-02-20,317148067,412,2024-04-04 03:42:30.223997
1158202,"Penn Capital Management Company, LLC",0001420506-24-000439,2023-12-31,2024-02-14,1090839085,145,2024-04-04 03:42:30.223997
1593324,Penserra Capital Management LLC,0001593324-24-000003,2023-12-31,2024-02-14,5319863,2200,2024-04-04 03:42:30.223997
1803255,Petix & Botte Co,0001085146-24-000785,2023-12-31,2024-02-06,339729222,122,2024-04-04 03:42:30.223997
1730815,"Poehling Capital Management, INC.",0001104659-24-018136,2023-12-31,2024-02-13,315771197,129,2024-04-04 03:42:30.223997
1169581,RAFFLES ASSOCIATES LP,0001062993-24-003142,2023-12-31,2024-02-14,79093629,47,2024-04-04 03:42:30.223997
1900923,READYSTATE ASSET MANAGEMENT LP,0001214659-24-002833,2023-12-31,2024-02-14,2056722765,609,2024-04-04 03:42:30.223997
1089710,ROANOKE ASSET MANAGEMENT CORP/ NY,0001089710-24-000001,2023-12-31,2024-02-08,269773,104,2024-04-04 03:42:30.223997
1992110,"Ramirez Asset Management, Inc.",0001992110-24-000002,2023-12-31,2024-02-14,493144696,380,2024-04-04 03:42:30.223997
1630888,"SG3 Management, LLC",0001630888-23-000006,2023-09-30,2023-11-15,0,0,2024-04-04 03:42:30.223997
1893893,STUDIO INVESTMENT MANAGEMENT LLC,0001893893-24-000001,2023-12-31,2024-02-16,391907569,247,2024-04-04 03:42:30.223997
1316617,Saturna Capital CORP,0001316617-24-000005,2023-12-31,2024-02-06,6416583508,171,2024-04-04 03:42:30.223997
1911018,"Seaport Global Advisors, LLC",0001420506-24-000409,2023-12-31,2024-02-14,41750482,58,2024-04-04 03:42:30.223997
1821035,SevenOneSeven Capital Management,0001398344-24-002548,2023-12-31,2024-02-12,2170421,12,2024-04-04 03:42:30.223997
1809159,"Spotlight Asset Group, Inc.",0001911169-24-000002,2023-12-31,2024-02-05,110249722,247,2024-04-04 03:42:30.223997
1771174,"Spouting Rock Asset Management, LLC",0001420506-24-000500,2023-12-31,2024-02-16,273218906,118,2024-04-04 03:42:30.223997
913760,StoneX Group Inc.,0000913760-24-000029,2023-12-31,2024-02-12,814824,264,2024-04-04 03:42:30.223997
1600035,Stonebridge Capital Advisors LLC,0001600035-24-000001,2023-12-31,2024-02-14,996607855,216,2024-04-04 03:42:30.223997
1627436,Sylebra Capital Ltd,0001085146-23-004516,2023-09-30,2023-11-15,1881769155,20,2024-04-04 03:42:30.223997
1594591,TAM Capital Management Inc.,0001594591-24-000001,2023-12-31,2024-02-15,149982530,15,2024-04-04 03:42:30.223997
850401,TCW GROUP INC,0000850401-24-000005,2023-12-31,2024-02-09,8973999302,692,2024-04-04 03:42:30.223997
1899158,THEORY FINANCIAL LLC,0001085146-24-000816,2023-12-31,2024-02-07,187179738,69,2024-04-04 03:42:30.223997
1099281,THIRD AVENUE MANAGEMENT LLC,0001099281-24-000006,2023-12-31,2024-02-14,609271102,59,2024-04-04 03:42:30.223997
1761755,TOWNSQUARE CAPITAL LLC,0001580642-24-001020,2023-12-31,2024-02-15,5835281923,9126,2024-04-04 03:42:30.223997
923093,TUDOR INVESTMENT CORP ET AL,0000950123-24-002455,2023-12-31,2024-02-14,12417533480,2296,2024-04-04 03:42:30.223997
1845163,"Team Financial Group, LLC",0001845163-24-000001,2023-12-31,2024-02-14,139358140,221,2024-04-04 03:42:30.223997
1849517,Tenere Capital LLC,0001849517-24-000001,2023-12-31,2024-02-14,305991598,21,2024-04-04 03:42:30.223997
1600064,"Toroso Investments, LLC",0001600064-24-000003,2023-12-31,2024-02-15,4297514909,1641,2024-04-04 03:42:30.223997
1661149,V Wealth Advisors LLC,0001661149-23-000005,2023-09-30,2023-11-15,124817933,137,2024-04-04 03:42:30.223997
1533964,Virtu Financial LLC,0001533964-24-000004,2023-12-31,2024-02-26,1263614,1537,2024-04-04 03:42:30.223997
1963478,"VitalStone Financial, LLC",0001963478-24-000002,2023-12-31,2024-02-14,125033,558,2024-04-04 03:42:30.223997
927337,"WOLVERINE TRADING, LLC",0000927337-24-000004,2023-12-31,2024-02-14,95656949074,4418,2024-04-04 03:42:30.223997
1632968,Wealthquest Corp,0001742569-24-000003,2023-12-31,2024-02-16,902361516,134,2024-04-04 03:42:30.223997
1538383,"Westside Investment Management, Inc.",0001538383-24-000001,2023-12-31,2024-01-12,391103599,1087,2024-04-04 03:42:30.223997
1696778,"Worth Venture Partners, LLC",0001214659-24-002220,2023-12-31,2024-02-09,185033180,130,2024-04-04 03:42:30.223997
1423296,"Zuckerman Investment Group, LLC",0001423296-24-000002,2023-12-31,2024-02-14,774364334,131,2024-04-04 03:42:30.223997
1969566,iA Global Asset Management Inc.,0001493152-24-006694,2023-12-31,2024-02-14,7550810,539,2024-04-04 03:42:30.223997
1537720,FineMark National Bank & Trust,0001537720-24-000002,2023-12-31,2024-02-09,2445012705,501,2024-04-04 03:42:30.223997
1426876,"GeoSphere Capital Management, LLC",0001214659-24-002816,2023-12-31,2024-02-14,119351535,22,2024-04-04 03:42:30.223997
1910660,"Horizon Family Wealth, Inc.",0001085146-24-000838,2023-12-31,2024-02-08,118829251,97,2024-04-04 03:42:30.223997
1512397,"Knighthead Capital Management, LLC",0001012975-24-000091,2023-12-31,2024-02-14,3704120824,9,2024-04-04 03:42:30.223997
853758,MERCER GLOBAL ADVISORS INC /ADV,0000853758-24-000002,2023-12-31,2024-02-15,33245104,2007,2024-04-04 03:42:30.223997
1346824,"RA CAPITAL MANAGEMENT, L.P.",0001104659-24-023984,2023-12-31,2024-02-14,6402499260,62,2024-04-04 03:42:30.223997
1687509,Rubric Capital Management LP,0001104659-24-019871,2023-12-31,2024-02-13,4819423759,58,2024-04-04 03:42:30.223997
200724,"SMITH, MOORE & CO.",0000200724-24-000002,2023-12-31,2024-02-13,848723367,410,2024-04-04 03:42:30.223997
1879713,Tejara Capital Ltd,0001214659-24-002265,2023-12-31,2024-02-12,238746113,67,2024-04-04 03:42:30.223997
1929986,"WealthPlan Investment Management, LLC",0001929986-24-000001,2023-12-31,2024-01-05,624313622,203,2024-04-04 03:42:30.223997
1599273,Wunderlich Capital Managemnt,0001599273-24-000001,2023-12-31,2024-02-15,222417098,101,2024-04-04 03:42:30.223997
1602119,"1060 Capital, LLC",0001602119-24-000001,2023-12-31,2024-02-14,35514658,7,2024-04-04 03:42:30.223997
1540531,12 West Capital Management LP,0001540531-24-000003,2023-12-31,2024-02-14,1124083867,20,2024-04-04 03:42:30.223997
1600133,13D Management LLC,0000921895-24-000414,2023-12-31,2024-02-14,169944466,58,2024-04-04 03:42:30.223997
1820788,140 Summer Partners LP,0000919574-24-001105,2023-12-31,2024-02-14,580436287,12,2024-04-04 03:42:30.223997
1436866,"1607 Capital Partners, LLC",0001172661-24-000758,2023-12-31,2024-02-13,1426724510,139,2024-04-04 03:42:30.223997
1584289,1922 Investment Co LLC,0000950123-24-002134,2023-12-31,2024-02-14,0,0,2024-04-04 03:42:30.223997
1904262,2018 Madaket Sunset Investment Trust,0001493152-23-041054,2023-09-30,2023-11-14,0,0,2024-04-04 03:42:30.223997
1904235,2018 Maxey Pond Investment Trust,0001493152-23-041057,2023-09-30,2023-11-14,0,0,2024-04-04 03:42:30.223997
1694297,"22NW, LP",0001214659-24-002898,2023-12-31,2024-02-14,153516217,14,2024-04-04 03:42:30.223997
1950972,26North Partners LP,0000950103-24-002207,2023-12-31,2024-02-14,124445396,3,2024-04-04 03:42:30.223997
1873893,325 CAPITAL LLC,0001214659-24-002806,2023-12-31,2024-02-14,201815976,13,2024-04-04 03:42:30.223997
1802324,"360 Financial, Inc.",0001085146-24-001158,2023-12-31,2024-02-13,226617360,82,2024-04-04 03:42:30.223997
1421669,3G Capital Partners LP,0001493152-24-006647,2023-12-31,2024-02-14,163958425,9,2024-04-04 03:42:30.223997
1805589,"59 North Capital Management, LP",0000919574-24-001468,2023-12-31,2024-02-14,1239937663,14,2024-04-04 03:42:30.223997
1799883,"5AM Venture Management, LLC",0001104659-24-023676,2023-12-31,2024-02-14,376980815,25,2024-04-04 03:42:30.223997
1404574,"683 Capital Management, LLC",0001085146-24-001452,2023-12-31,2024-02-14,1220955712,259,2024-04-04 03:42:30.223997
1832749,"72 Investment Holdings, LLC",0000902664-24-001731,2023-12-31,2024-02-14,22520489,6,2024-04-04 03:42:30.223997
1726609,"AAF Wealth Management, LLC",0001085146-24-000840,2023-12-31,2024-02-08,170525101,50,2024-04-04 03:42:30.223997
1845297,ABG Innovation Capital Partners III GP Ltd,0000950123-24-002145,2023-12-31,2024-02-14,899714,3,2024-04-04 03:42:30.223997
1832108,ABG-WTT Global Life Science Capital Partners GP Ltd,0000950123-24-002155,2023-12-31,2024-02-14,51311161,4,2024-04-04 03:42:30.223997
1317588,"ABRAMS BISON INVESTMENTS, LLC",0000919574-24-001487,2023-12-31,2024-02-14,997604168,11,2024-04-04 03:42:30.223997
934549,ACACIA RESEARCH CORP,0000934549-23-000103,2023-09-30,2023-11-14,14115381,4,2024-04-04 03:42:30.223997
1803200,"ACME, LLC",0001104659-24-022804,2023-12-31,2024-02-14,63603353,7,2024-04-04 03:42:30.223997
1582844,"ACUTA CAPITAL PARTNERS, LLC",0001104659-24-023144,2023-12-31,2024-02-14,177652122,39,2024-04-04 03:42:30.223997
1165408,"ADAGE CAPITAL PARTNERS GP, L.L.C.",0001172661-24-000953,2023-12-31,2024-02-14,48303291907,842,2024-04-04 03:42:30.223997
1193586,ADAMS STREET PARTNERS LLC,0001104659-24-023021,2023-12-31,2024-02-14,324566435,14,2024-04-04 03:42:30.223997
1034196,"ADVENT INTERNATIONAL, L.P.",0000950123-24-002622,2023-12-31,2024-02-14,7460365786,21,2024-04-04 03:42:30.223997
1103139,ADVENTIST HEALTH SYSTEM SUNBELT HEALTHCARE CORP,0001172661-24-001112,2023-12-31,2024-02-14,1297796110,19,2024-04-04 03:42:30.223997
1745214,"ADW Capital Management, LLC",0001420506-24-000331,2023-12-31,2024-02-14,445860174,6,2024-04-04 03:42:30.223997
1772287,"AH Equity Partners LSV I, L.L.C.",0001104659-23-117910,2023-09-30,2023-11-14,315424429,4,2024-04-04 03:42:30.223997
1829384,"AH Equity Partners LSV II, L.L.C.",0001104659-23-117912,2023-09-30,2023-11-14,95635539,4,2024-04-04 03:42:30.223997
1889893,"AH Equity Partners LSV III, L.L.C.",0001104659-23-117914,2023-09-30,2023-11-14,261862881,3,2024-04-04 03:42:30.223997
1630365,"AIMZ Investment Advisors, LLC",0001630365-24-000002,2023-12-31,2024-01-29,246814512,114,2024-04-04 03:42:30.223997
1714498,"AIP, LLC",0001140361-24-007727,2023-12-31,2024-02-14,1381651478,2,2024-04-04 03:42:30.223997
919458,ALERUS FINANCIAL  NA,0000919458-24-000001,2023-12-31,2024-02-12,1225333974,152,2024-04-04 03:42:30.223997
1269978,ALESCO ADVISORS LLC,0001140361-24-005366,2023-12-31,2024-02-02,2851562645,176,2024-04-04 03:42:30.223997
1230239,ALKEON CAPITAL MANAGEMENT LLC,0000919574-24-001153,2023-12-31,2024-02-14,44798401734,181,2024-04-04 03:42:30.223997
1109448,ALLIANCEBERNSTEIN L.P.,0001532155-24-000008,2023-12-31,2024-02-14,259873047695,3208,2024-04-04 03:42:30.223997
1376113,ALPS ADVISORS INC,0001398344-24-003202,2023-12-31,2024-02-14,12718212350,1015,2024-04-04 03:42:30.223997
1858353,"ALTA FOX CAPITAL MANAGEMENT, LLC",0001858353-24-000002,2023-12-31,2024-02-14,156405662,15,2024-04-04 03:42:30.223997
